english,polish
turbo,Turbo
hae,Hae
screening,ekranizacja
mu,Mu
riots,zamieszki
coaching,coaching
explodes,eksploduje
premature,przedwczesny
lsn,LSN
undone,nie zrobiony
qi,Qi
communism,komunizm
fitted,wyposażone
treacherous,zdradziecki
inspect,sprawdzać
hurray,Hurra
irresistible,nieodparty
joanne,Joanna
elias,Elias
northeast,północny wschód
sparrow,wróbel
gypsies,Cyganie
performer,wykonawca
brew,napar
well.,dobrze.
titles,tytuły
ingenious,pomysłowy
snapping,Snapping
turd,łajno
challenger,Challenger
baghdad,Bagdad
bulletin,biuletyn
preview,zapowiedź
jinx,pech
immortality,nieśmiertelność
recruits,rekruci
andré,André
ditched,porzucony
tempt,kusić
procession,procesja
eduardo,Eduardo
melon,melon
weaknesses,Słabości
aires,Aires
knob,pokrętło
domain,domena
conclude,wyciągnąć wniosek
dresser,kredens
bao,Bao
berries,jagody
straining,naciągnięcie
beads,Koraliki
windy,wietrzny
patent,patent
merchants,kupcy
profitable,opłacalny
ryder,Ryder
prisons,więzienia
salvage,odzysk
mentioning,Wspomnienie
lass,dziewczyna
tox,Tox
sonja,Sonja
poof,Poof
productive,produktywny
hosting,hosting
doth,Doth
ewing,Ewing
derby,derby
goldfish,złota Rybka
capitol,Kapitol
leisure,wypoczynek
buff,polerować
illusions,złudzenia
notices,zawiadomienia
odin,Odin
springfield,Springfield
tracker,naganiacz zwierza
kyoto,Kioto
peed,sikać
vitamin,witamina
heave,falowanie
bryant,Bryant
dickie,Dickie
goodwill,życzliwość
euro,euro
strapped,Przypięte
boar,dzik
slater,łupkarz
bogus,podrobiony
rhymes,Rymy
brunette,brunetka
jab,ukłucie
hippie,hipis
ting,ting
incidentally,nawiasem mówiąc
face-to-face,twarzą w twarz
gi,żołnierz amerykański
webb,Webb
compensate,kompensować
tasting,smakujący
outbreak,wybuch
sow,siać
hallucinations,Halucynacje
golly,Golly
factors,czynniki
pyramids,Piramidy
copenhagen,Kopenhaga
hiv,HIV
dandy,elegant
detour,objazd
desperation,desperacja
wrestle,zmagać się
entrusted,powierzone
parting,rozstanie
resisting,oporowy
err,błądzić
bursting,pękający
warrants,nakaz
savannah,Savannah
concealed,ukryty
dreamer,marzyciel
mandatory,obowiązkowe
gagging,kneblowanie
finances,finanse
nightingale,słowik
lamps,Lampy
grenades,granaty
premier,premier
squire,dziedzic
periods,okresy
uhm,Uhm
kgb,KGB
parasite,pasożyt
borrowing,pożyczanie
rodrigo,Rodrigo
influential,wpływowy
mammy,mamusia
absorb,absorbować
investments,inwestycje
cece,Cece
concentrated,stężony
tyrant,tyran
laps,okrążenia
underestimated,niedoceniane
measuring,zmierzenie
origins,pochodzenie
applies,ma zastosowanie
britney,Britney
exchanged,wymienione
portugal,Portugalia
niggas,czarnuchy
maths,matematyka
decorations,dekoracje
orion,Orion
pepe,Pepe
kyung,Kyung
ownership,własność
tweet,ćwierkać
raspberry,malina
racial,rasowy
firstly,po pierwsze
suv,SUV
intimidated,zastraszony
skunk,skunks
parsons,Parsons
nearer,bliższy
yong,Yong
audible,słyszalny
bmw,BMW
communion,komunia
whinnies,Whinnies
hindu,Hindus
leroy,Leroy
sphere,kula
renaissance,renesans
anomaly,anomalia
pursued,ścigany
klein,Klein
chant,intonować
outlaw,banita
he-,on-
surname,nazwisko
penguins,Pingwiny
awarded,wyróżniony
mid,Środek
classmate,kolega z klasy
applications,Aplikacje
emmy,Emmy
subtitle,podtytuł
laden,obciążony
economics,Ekonomia
well-,dobrze-
ballroom,sala balowa
sinned,zgrzeszył
shortage,niedobór
mort,Mort
phenomenal,fenomenalny
czech,Czech
maneuver,manewr
tremble,drżeć
hooking,Hooking
screeches,skrzepy
moons,księżyce
ae,ae
sweetness,słodycz
disrespectful,lekceważący
dane,Duńczyk
consulate,konsulat
bounced,Odbity
parenting,rodzicielstwo
robberies,napad
remark,uwaga
hilary,Hilary
logo,logo
describing,opisanie
scalpel,skalpel
cecilia,Cecylia
strangest,Najdziwniejsze
jaime,Jaime
seymour,Seymour
big-time,wielki czas
competent,kompetentny
bein,być w
bi,bi
lectures,Wykłady
basics,Podstawy
texture,tekstura
leftovers,resztki
wimp,mięczak
conquest,podbój
norris,Norris
mounted,zamontowane
pens,Długopisy
contestant,zawodnik
algorithm,algorytm
columns,kolumny
chile,Chile
wails,płacze
decree,dekret
jeremiah,Jeremiasz
rewrite,przepisać
so,więc
momentum,pęd
cadillac,Cadillac
attorneys,Adwokaci
apes,małpy
captioning,podpis
desmond,Desmond
lesbians,lesbijki
fairies,wróżki
monitors,monitory
hua,Hua
weighing,Ważenie
roasted,pieczony
discovering,Odkrywanie
alzheimer,Alzheimer
subpoena,wezwanie sądowe
foe,wróg
hicks,Hicks
cm,cm
circuits,obwody
nag,gderać
hiking,wędrówki
stepmother,macocha
personalities,osobowości
formally,formalnie
revive,wskrzesić
unnatural,nienaturalny
pip,pypeć
betraying,zdrada
renting,najem
prizes,nagrody
onstage,na scenie
comfy,wygodne
heath,wrzosowisko
marrow,szpik kostny
blaine,Blaine
minority,mniejszość
marcos,Marcos
portable,przenośny
popularity,popularność
telegraph,telegraf
hayden,Hayden
hesitation,wahanie
sylvester,Sylvester
alistair,Alistair
cluster,grupa
grandad,dziadek
jog,biec truchtem
slay,zabić
sparkling,gazowana
shithead,shithead
tiring,męczący
ooo,ooo
germs,zarazki
fuhrer,Fuhrer
handbag,torebka
unlimited,Nieograniczony
thumping,cholerny
vinegar,ocet winny
splinter,drzazga
supposing,jeżeli
faults,wady
remarkably,wybitnie
sketches,szkice
nineteen,dziewiętnaście
enchanted,Zaczarowany
hari,Hari
respectful,pełen szacunku
bien,bien
honk,trąbić
doughnut,pączek
tags,tagi
wrapping,zawijanie
tar,smoła
om,om
dinozzo,Dinozzo
ducky,Ptaszyna
unfaithful,niewierny
delia,Delia
rae,Rae
jojo,jojo
stance,postawa
barker,szczekacz
financially,materialnie
clam,małż
clanking,Clanking
sarcastic,sarkastyczny
blur,plama
organizing,organizowanie
nosy,wścibski
boyle,Boyle
pasha,basza
my-,mój-
attacker,napastnik
horribly,potwornie
inject,wstrzykiwać
descend,schodzić
wi,WI
re-,odnośnie-
liberated,wyzwolony
burner,palnik
fluffy,puszyste
melancholy,melancholia
puppets,Puppets
anal,analny
grieve,smucić
awe,groza
gallons,galony
earring,kolczyk
unprecedented,bez precedensu
yank,szarpać
jamaica,Jamajka
brutally,brutalnie
extortion,wymuszenie
guardians,Strażnicy
disciples,uczniowie
simultaneously,jednocześnie
elves,Elfy
malibu,Malibu
lupin,łubin
postman,listonosz
neville,Neville
senseless,bezsensowny
chapman,domokrążca
sittin,Sittin
hostel,schronisko
marcia,Marcia
melvin,Melvin
cockroach,karaluch
clamp,Zacisk
poets,Poeci
chemist,chemik
professionally,zawodowo
faded,wyblakły
vargas,vargas
gunpowder,proch strzelniczy
inc,Inc
gala,gala
surroundings,okolica
wisconsin,Wisconsin
rivals,rywale
cackling,Cackling
withstand,wytrzymać
contemporary,współczesny
harlem,Harlem
half-hour,pół godziny
marlon,Marlon
endured,znosił
arsenal,Arsenał
underway,trwa
donuts,pączki
daryl,Daryl
frickin,Frickin
injected,wstrzyknięte
digs,mieszkanie
siegfried,Siegfried
elisabeth,Elisabeth
billionaire,Miliarder
cardboard,karton
hugs,uściski
an,jakiś
bandages,bandaże
everlasting,wieczny
liverpool,Liverpool
cooperative,spółdzielnia
diploma,dyplom
neural,nerwowy
fortunes,fortuny
rural,wiejski
abbott,Abbott
receptionist,recepcjonista
antiques,antyki
labels,etykiety
sizes,rozmiary
millennium,tysiąclecie
layout,układ
immoral,niemoralny
manages,zarządza
hisses,Syczce
usher,bileter
impulsive,impulsywny
pollution,zanieczyszczenie
admirer,wielbiciel
r,r
rejoice,radować się
iowa,Iowa
marlene,Marlene
hindi,hinduski
holder,uchwyt
squeezed,nękany
merge,łączyć
journalism,dziennikarstwo
nominated,mianowany
sundown,zachód słońca
assistants,asystenci
miraculous,cudowny
stared,patrzył
prescribed,przepisane
lotta,Lotta
swearing,przysięga
guarantees,gwarancje
massachusetts,Massachusetts
junction,węzeł
consumption,konsumpcja
astrid,Astrid
metropolis,metropolia
iceland,Islandia
bridal,ślubny
virgins,Dziewice
victorious,zwycięski
squirt,tryskać
pads,naramienniki
modified,zmodyfikowany
hanson,Hanson
casket,kasetka
blaze,płomień
kimble,Kimble
cliffs,klify
destroyer,niszczyciel
offshore,na morzu
tendency,tendencja
nip,skakać
scanning,łów
first-class,pierwsza klasa
viva,wiwat
intensive,intensywny
gustav,Gustav
endangered,zagrożony
va,va
circling,krążenie
ave,zdrowaśka
stashed,schowany
das,Das
backward,do tyłu
hai,Hai
chamberlain,szambelan
sari,sari
thermal,termiczny
opponents,przeciwnicy
fiber,błonnik
last-minute,Ostatnia minuta
toto,Toto
circumstance,okoliczność
geography,geografia
stargate,Stargate
interpret,interpretować
sicily,Sycylia
pisses,sikania
preaching,kaznodziejstwo
transporter,transporter
bosom,biust
salsa,Salsa
eighty,osiemdziesiąt
shred,strzęp
dread,strach
duration,Trwanie
beggars,Żebrcy
mein,Mein
josephine,Josephine
networks,Sieci
formality,formalność
heater,podgrzewacz
par,par
smug,kołtuński
ordeal,ciężka próba
rhonda,Rhonda
agriculture,rolnictwo
aigoo,aigoo
katya,Katya
fowler,ptasznik
descended,zstąpił
lasting,trwały
abyss,przepaść
marries,Marries
aurora,zorza polarna
sleigh,sanki
frenchman,Francuz
rouge,róż
survives,przetrwa
margo,Margo
redhead,rudowłosy
terrence,Terrence
creativity,kreatywność
dominant,dominujący
isis,ISIS
kip,wyrko
corny,staromodny
aubrey,Aubrey
graphic,graficzny
irrational,irracjonalny
mathematical,matematyczny
sacked,zwolniony
paws,łapy
chariot,rydwan
havoc,spustoszenie
andreas,Andreas
midget,karzeł
celestial,niebiański
cetera,Cetera
nino,Nino
upgrade,Aktualizacja
blasting,strzałowy
skulls,czaszki
it-it,to to
mean-,oznaczać-
videotape,taśma wideo
wedded,ślubny
babysit,opiekować się dzieckiem
ancestor,przodek
transit,tranzyt
rained,Padał
thingy,rzecz
wellington,Wellington
abide,przestrzegać
reserves,rezerwy
they,one
rim,obręcz
chico,Chico
settles,osiedla się
decisive,decydujący
motors,Motoryzacja
cheesy,serowy
symbolic,symboliczny
roxy,Roxy
clink,brzęk
handicapped,upośledzony
mating,gody
cranky,zepsuty
brightest,najjaśniejsze
molecules,Cząsteczki
meyer,Meyer
sheridan,Sheridan
sorry.,przepraszam.
animation,animacja
grail,Graal
voluntarily,dobrowolnie
creeping,pnący
furnace,piec
thine,twój
titus,Tytus
pierced,przebity
bu,Bu
chinatown,Chinatown
slade,Slade
sai,Sai
toothpaste,pasta do zębów
cuddle,przytulić się
langley,Langley
egyptians,Egipcjanie
bankruptcy,bankructwo
lever,dźwignia
shaman,szaman
nipple,sutek
weeds,chwasty
becker,Becker
reacted,zareagował
mashed,tłuczony
sloane,Sloane
regent,regent
bentley,Bentley
tiles,Płytki
decoy,maniak
crusade,krucjata
vivid,żywy
slides,slajdy
jennings,Jennings
catering,żywnościowy
dishonest,nieuczciwy
subs,sub
lurking,przyczajony
airplanes,Samoloty
shaky,chwiejny
barren,jałowy
alligator,aligator
moth,ćma
uncover,odkryć
lorna,Lorna
axel,Axel
expressing,wyrażający
clacking,Clacking
doggie,psiak
airlines,Linie lotnicze
dum,Dum
unicorn,jednorożec
jackets,kurtki
goofy,głupkowaty
marcy,Marcy
businessmen,biznesmeni
bums,Bums
folded,fałdowy
defender,obrońca
alarmed,Zaniepokojony
goody,cukierek
noose,pętla
chic,szyk
forgiving,wyrozumiały
thatcher,strzecharz
index,indeks
blush,rumieniec
fertile,płodny
amateurs,amatorzy
deliveries,dostawy
armour,zbroja
werner,Werner
shits,gówno
twinkle,migotanie
parted,rozstał
syndicate,konsorcjum
alexandra,Alexandra
righty,prawy
regions,regiony
technician,technik
waffles,gofry
skirts,spódnice
baroness,baronowa
castro,Castro
malfunction,nieprawidłowe działanie
memorable,niezapomniany
middle-aged,w średnim wieku
thea,Thea
calories,kalorie
cuisine,kuchnia jako sposób gotowania
motorbike,motocykl
snoop,podejrzeć
acknowledged,uznane
spelled,orkisz
evolve,ewoluować
cox,sternik
sedative,środek uspokajający
array,szyk
tenderness,czułość
klingon,Klingon
garland,girlanda
smuggled,przemycony
nicola,Nicola
raju,Raju
reversed,wywrócony
royce,Royce
beforehand,uprzednio
continuous,ciągły
yoko,Yoko
cecil,Cecil
seniors,seniorzy
mri,MRI
synthetic,syntetyczny
forgave,wybacz
discoveries,odkrycia
kimmy,Kimmy
agitated,wstrząśnięty
attendance,frekwencja
maple,klon
pools,totalizator piłkarski
wanker,Wanker
casa,Casa
firearms,broń palna
offenders,przestępcy
obligations,obowiązki
moan,jęk
signor,Signor
graffiti,Graffiti
supplied,dostarczone
linen,bielizna
defect,wada
patriotic,patriotyczny
ethical,etyczny
pest,szkodnik
lengths,długości
vin,Vin
minnie,Minnie
spectrum,widmo
distinction,różnica
decorate,udekorować
bounds,miedza
hums,Hums
mandarin,mandarynka
reluctant,niechętny
rand,skraj
retain,zachować
justine,Justyna
educate,kształcić
minnesota,Minnesota
mp,poseł
cruiser,krążownik
permits,zezwolenia
screwdriver,Śrubokręt
exploration,badanie
mace,Buzdygan
newborn,nowo narodzony
shivering,Dreszcze
slime,szlam
oddly,dziwnie
badger,borsuk
bruised,posiniaczone
luigi,Luigi
attaboy,ATTABOY
eyeballs,gałki oczne
institutions,instytucje
panama,Panama
boundary,granica
hypothesis,hipoteza
ffff00,FFFF00
drought,susza
rembrandt,Rembrandt
absorbed,zaabsorbowany
clinking,klapa
executioner,kat
darts,rzutki
catalina,Catalina
lured,zwabiony
lingerie,bielizna damska
gon,gon
flaws,wady
thinner,cieńszy
lucien,Lucien
tug,holownik
cornered,Zatkrowane
bertie,Bertie
uptown,przedmieścia
clash,starcie
aerial,antenowy
hansen,Hansen
relentless,nieustępliwy
viable,wykonalny
raul,Raul
wen,Wen
scholars,Uczeni
marley,Marley
limitations,ograniczenia
shelves,półki
funerals,Pogrzeby
criticize,krytykować
jacqueline,Jacqueline
forrest,Forrest
shaun,Shaun
continental,kontynentalny
bookstore,Księgarnia
balanced,zrównoważony
workplace,Miejsce pracy
theta,Theta
ramsey,Ramsey
dixie,Dixie
bankers,bankierzy
dumbass,głupek
superstitious,przesądny
clause,klauzula
fudge,banialuki
bennet,Bennet
assignments,zadania
councilman,radny
slogan,hasło reklamowe
trinity,trójca
quadrant,kwadrant
boarded,pokład
ivory,kość słoniowa
velocity,prędkość
composer,kompozytor
mccarthy,McCarthy
initiated,zapoczątkowany
covert,ukryty
builder,budowniczy
insignificant,nieistotny
dire,straszny
gears,Przekładnie
comply,zastosować się
credentials,kwalifikacje
organizations,organizacje
applaud,oklaskiwać
trend,tendencja
providence,opatrzność
sparkle,blask
chump,pała
derrick,bom
donations,darowizny
flooding,powódź
maintained,utrzymany
snowing,śnieg
shaolin,Shaolin
ladyship,Ladyship
artifacts,Artefakty
allegedly,rzekomo
howl,wycie
deploy,wdrożyć
showtime,czas na przedstawienie
thornton,Thornton
deposition,zeznanie
fractures,złamania
handshake,uścisk dłoni
neglect,zaniedbanie
adapted,przystosowany
patrols,patrole
bess,Bess
cyber,Cyber
hetty,Hetty
protocols,protokoły
overdue,zaległy
slayer,pogromca
headphones,słuchawki
identities,tożsamości
appoint,wyznaczać
rotation,obrót
solely,wyłącznie
tasha,Tasha
aging,starzenie się
pitching,pitching
examining,badanie
viewing,oglądanie
memorize,zapamiętać
freshen,odświeżać
mango,mango
valued,cenny
sonar,Sonar
crichton,Crichton
decay,rozkład
eu,UE
nightfall,zmrok
olives,oliwki
miniature,miniaturowy
omen,omen
kristin,Kristin
bai,Bai
what-what,co co
chum,kolega
posse,oddział
mutiny,bunt
toaster,opiekacz
span,Zakres
jumbo,landara
blames,obwinić
mystical,Mistyczne
researchers,badacze
exposing,eksponowanie
dung,łajno
welsh,walijski
frat,Frat
waterfall,wodospad
lifts,windy
disgusted,oburzony
yikes,yikes
windshield,przednia szyba
akira,Akira
maintaining,utrzymywanie
receives,otrzymuje
plantation,plantacja
antenna,antena
bodyguards,Ochroniarze
havana,Hawana
anya,Anya
edit,edytować
superficial,powierzchowny
allergies,alergie
invites,zaproszenia
comparing,Porównanie
dirk,sztylet
cartoons,kreskówki
mexicans,Meksykanie
timber,drewno
supervision,nadzór
siberia,Syberia
winding,meandrowy
rust,rdza
intensity,intensywność
hiccup,czkawka
francois,Francois
johan,Johan
jogging,jogging
confrontation,konfrontacja
flyers,ulotki
trustworthy,godna zaufania
jarvis,Jarvis
coaster,Coaster
paragraph,ustęp
mosquitoes,komary
adios,Adios
lovin,kochanie
unexpectedly,nieoczekiwanie
russo,Russo
amuse,bawić
splashing,rozpryskiwanie
soviets,Sowieci
lorry,ciężarówka
dominate,zdominować
bundy,Bundy
howie,Howie
jp,JP
unreal,nierealny
screens,ekrany
mouthing,Mowcyting
ziggy,Ziggy
failures,awarie
commanded,rozkazane
recon,zwiad
representation,reprezentacja
bending,pochylenie się
gallant,dzielny
satisfying,dogadzający
cheater,oszust
pornography,pornografia
urn,urna
assign,przydzielać
uncles,wujkowie
vine,wino
auspicious,pomyślny
tripping,dreptanie
seafood,owoce morza
mellow,łagodny
announcing,Ogłoszenie
resumes,wznowić
hawaiian,Hawajski
ac,AC
centers,centra
adultery,cudzołóstwo
scatter,rozpraszać
lotion,płyn kosmetyczny
opposing,przeciwnie
dominated,zdominowany
unpack,rozpakować
violate,naruszać
transmit,przekazać
testicles,jądra
zhao,Zhao
ames,Ames
t.c.,T.C.
kayla,Kayla
hungary,Węgry
albums,albumy
well-being,dobre samopoczucie
porridge,owsianka
gavel,młotek licytacyjny
prem,prem
rattles,Grzeźby
eliot,Eliot
titties,cyfr
strengthen,wzmacniać
sensitivity,wrażliwość
fitzgerald,Fitzgerald
tamara,Tamara
removal,usuwanie
sacks,worki
downloaded,pobrane
morocco,Maroko
sniffling,Wąchanie
crowns,korony
saddam,Saddam
nerds,kujony
accepts,akceptuje
hive,ul
radha,Radha
outdoor,na wolnym powietrzu
raquel,Raquel
dew,rosa
ing,ing
mt,Mt
currents,prądy
explanations,wyjaśnienia
soaking,moczenie
tanaka,Tanaka
vitals,narządy
navigation,nawigacja
joins,dołącza
intrigued,zaintrygowany
harp,harfa
führer,Führer
margin,margines
everett,Everett
anthem,hymn
aa,aa
kylie,Kylie
c,c
distracting,rozpraszanie
fertility,płodność
amazingly,O dziwo
horrific,przerażający
indictment,akt oskarżenia
superstition,zabobon
ultrasound,ultradźwięk
shifted,przesunięty
sincerity,szczerosc
hamburg,Hamburg
davy,Davy
trashed,Złapany
casper,Kacper
dumplings,pierogi
digest,strawić
whacked,skonany
jacks,Jacki
kiddin,Kiddin
casualty,wypadek
bethany,Bethany
thump,uderzenie
proportion,proporcja
quantity,Ilość
janine,Janine
deceiving,Oszukiwanie
weave,splot
hikaru,Hikaru
sdh,SDH
corrupted,skorumpowany
gallows,szubienica
budge,drgnąć
fraction,frakcja
afar,daleko
hiroshi,Hiroshi
leela,Leela
measurements,pomiary
landlady,gospodyni
certified,atestowany
dusk,zmierzch
luisa,Luisa
insisting,naleganie
hilton,Hilton
indoors,wewnątrz
hawkeye,Sokole Oko
saliva,ślina
homey,domowy
whispered,szepnął
maura,Maura
cyanide,cyjanek
marched,maszerował
accounted,rozliczone
diver,nurek
eligible,odpowiedni
robbins,Robbins
ch00ff00,CH00FF00
messes,bałagan
abandoning,porzucanie
blossoms,kwiaty
wiggle,Poruszaj
awaken,obudzić
cid,CID
stained,poplamione
ballard,Ballard
elevated,podniesiony
ryo,Ryo
transparent,przezroczysty
unclear,niejasny
strokes,uderzenia
aria,aria
hwa,Hwa
solidarity,solidarność
sidekick,pomocnik
starter,rozrusznik
regarded,uznane
corinne,Corinne
vulcan,Vulcan
bradford,Bradford
godzilla,godżilla
belgian,belgijski
seemingly,pozornie
cling,przylgnąć
components,składniki
vibrates,wibruje
missouri,Missouri
constance,Constance
batting,mrugnięcie
chanel,kanał
sap,sok roślinny
marbles,rzeźby
shifting,przeniesienie
wiping,wycieranie
refill,wkład
famine,głód
sneeze,kichać
puzzles,łamigłówki
provisions,zaprowiantowanie
shite,Shite
walkin,wejść
syringe,strzykawka
platinum,platyna
preferably,raczej
oyster,Ostryga
exhaust,wydechowy
electromagnetic,elektromagnetyczny
consumer,konsument
lasagna,lazania
barnaby,Barnaby
catastrophic,katastrofalny
winchester,Winchester
woah,woah
be-,być-
evacuated,ewakuowany
serge,Serge
relic,relikt
describes,opisuje
merger,połączenie
muck,błoto
buds,pąki
socially,społecznie
